date,time,team1Name,team1Points,team2Name,team2Points,venue,referee,totalPoints,winner,extraTime,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
14/Sep/2014,14:00,Northampton,16,Wasps,20,Adams Park,Luke Pearce,36,H,N,14,Sun,Sep,2014,2014-15,1,0,1,1,3,0,2,2,2,0
14/Sep/2014,15:00,Newcastle,18,London Irish,20,Kingston Park,Andrew Small,38,A,N,15,Sun,Sep,2014,2014-15,1,0,3,0,1,0,2,2,2,0
14/Sep/2014,15:00,London Irish,20,Newcastle,18,Kingston Park,Andrew Small,38,A,N,15,Sun,Sep,2014,2014-15,0,1,2,2,2,0,3,0,1,0
19/Sep/2014,19:45,Gloucester,22,Exeter,25,Kingsholm,Matthew Carley,47,A,N,19,Fri,Sep,2014,2014-15,1,0,3,2,1,0,1,1,6,0
19/Sep/2014,19:45,Exeter,25,Gloucester,22,Kingsholm,Matthew Carley,47,A,N,19,Fri,Sep,2014,2014-15,0,1,1,1,6,0,3,2,1,0
20/Sep/2014,14:00,Sale,46,London Welsh,8,AJ Bell Stadium,Andrew Small,54,H,N,14,Sat,Sep,2014,2014-15,1,0,6,5,2,0,1,0,1,0
20/Sep/2014,14:00,London Welsh,8,Sale,46,AJ Bell Stadium,Andrew Small,54,H,N,14,Sat,Sep,2014,2014-15,0,1,1,0,1,0,6,5,2,0
20/Sep/2014,15:00,Harlequins,26,Wasps,23,Twickenham Stoop,JP Doyle,49,H,N,15,Sat,Sep,2014,2014-15,0,1,2,2,3,1,3,1,2,0
20/Sep/2014,15:00,Wasps,23,Harlequins,26,Twickenham Stoop,JP Doyle,49,H,N,15,Sat,Sep,2014,2014-15,1,0,3,1,2,0,2,2,3,1
20/Sep/2014,15:00,London Irish,32,Saracens,36,Madejski Stadium,Luke Pearce,68,A,N,15,Sat,Sep,2014,2014-15,2,0,4,3,2,0,3,3,5,0
20/Sep/2014,15:00,Saracens,36,London Irish,32,Madejski Stadium,Luke Pearce,68,A,N,15,Sat,Sep,2014,2014-15,0,2,3,3,5,0,4,3,2,0
20/Sep/2014,15:15,Bath,45,Leicester,0,The Recreation Ground,Wayne Barnes,45,H,N,15,Sat,Sep,2014,2014-15,1,0,5,4,3,1,0,0,0,0
20/Sep/2014,15:15,Leicester,0,Bath,45,The Recreation Ground,Wayne Barnes,45,H,N,15,Sat,Sep,2014,2014-15,0,1,0,0,0,0,5,4,3,1
21/Sep/2014,14:00,Newcastle,10,Northampton,35,Kingston Park,Greg Garner,45,A,N,14,Sun,Sep,2014,2014-15,0,1,1,1,1,0,4,3,3,0
21/Sep/2014,14:00,Northampton,35,Newcastle,10,Kingston Park,Greg Garner,45,A,N,14,Sun,Sep,2014,2014-15,1,0,4,3,3,0,1,1,1,0
26/Sep/2014,19:45,London Welsh,10,Gloucester,46,Kassam Stadium,Luke Pearce,56,A,N,19,Fri,Sep,2014,2014-15,0,1,1,1,1,0,6,5,2,0
26/Sep/2014,19:45,Gloucester,46,London Welsh,10,Kassam Stadium,Luke Pearce,56,A,N,19,Fri,Sep,2014,2014-15,1,0,6,5,2,0,1,1,1,0
27/Sep/2014,15:00,Leicester,19,London Irish,22,Welford Road,Greg Garner,41,A,N,15,Sat,Sep,2014,2014-15,1,0,1,1,4,0,1,1,5,0
27/Sep/2014,15:00,London Irish,22,Leicester,19,Welford Road,Greg Garner,41,A,N,15,Sat,Sep,2014,2014-15,0,1,1,1,5,0,1,1,4,0
27/Sep/2014,15:00,Saracens,40,Sale,19,Allianz Park,JP Doyle,59,H,N,15,Sat,Sep,2014,2014-15,1,0,4,4,4,0,3,2,0,0
27/Sep/2014,15:00,Sale,19,Saracens,40,Allianz Park,JP Doyle,59,H,N,15,Sat,Sep,2014,2014-15,0,1,3,2,0,0,4,4,4,0
27/Sep/2014,15:15,Northampton,31,Bath,24,Franklin's Gardens,Tim Wigglesworth,55,H,N,15,Sat,Sep,2014,2014-15,1,1,4,4,1,0,3,3,1,0
27/Sep/2014,15:15,Bath,24,Northampton,31,Franklin's Gardens,Tim Wigglesworth,55,H,N,15,Sat,Sep,2014,2014-15,1,1,3,3,1,0,4,4,1,0
28/Sep/2014,14:00,Exeter,36,Harlequins,13,Sandy Park,Andrew Small,49,H,N,14,Sun,Sep,2014,2014-15,0,0,3,3,5,0,1,1,2,0
28/Sep/2014,14:00,Harlequins,13,Exeter,36,Sandy Park,Andrew Small,49,H,N,14,Sun,Sep,2014,2014-15,0,0,1,1,2,0,3,3,5,0
28/Sep/2014,14:00,Wasps,35,Newcastle,18,Adams Park,Dean Richards,53,H,N,14,Sun,Sep,2014,2014-15,1,0,4,3,3,0,2,1,2,0
28/Sep/2014,14:00,Newcastle,18,Wasps,35,Adams Park,Dean Richards,53,H,N,14,Sun,Sep,2014,2014-15,0,1,2,1,2,0,4,3,3,0
03/Oct/2014,19:45,Bath,21,Saracens,11,The Recreation Ground,Greg Garner,32,H,N,19,Fri,Oct,2014,2014-15,0,0,2,1,3,0,1,0,2,0
03/Oct/2014,19:45,Saracens,11,Bath,21,The Recreation Ground,Greg Garner,32,H,N,19,Fri,Oct,2014,2014-15,0,0,1,0,2,0,2,1,3,0
04/Oct/2014,15:00,Harlequins,52,London Welsh,0,Twickenham Stoop,Dean Richards,52,H,N,15,Sat,Oct,2014,2014-15,1,0,7,7,1,0,0,0,0,0
04/Oct/2014,15:00,London Welsh,0,Harlequins,52,Twickenham Stoop,Dean Richards,52,H,N,15,Sat,Oct,2014,2014-15,0,1,0,0,0,0,7,7,1,0
04/Oct/2014,15:00,London Irish,12,Northampton,19,Madejski Stadium,Matthew Carley,31,A,N,15,Sat,Oct,2014,2014-15,1,0,0,0,4,0,1,1,4,0
04/Oct/2014,15:00,Northampton,19,London Irish,12,Madejski Stadium,Matthew Carley,31,A,N,15,Sat,Oct,2014,2014-15,0,1,1,1,4,0,0,0,4,0
04/Oct/2014,15:15,Gloucester,33,Leicester,16,Kingsholm,Andrew Small,49,H,N,15,Sat,Oct,2014,2014-15,0,0,3,3,4,0,1,1,3,0
04/Oct/2014,15:15,Leicester,16,Gloucester,33,Kingsholm,Andrew Small,49,H,N,15,Sat,Oct,2014,2014-15,0,0,1,1,3,0,3,3,4,0
05/Oct/2014,14:00,Sale,25,Wasps,14,AJ Bell Stadium,Luke Pearce,39,H,N,14,Sun,Oct,2014,2014-15,0,0,3,2,1,1,2,2,0,0
05/Oct/2014,14:00,Wasps,14,Sale,25,AJ Bell Stadium,Luke Pearce,39,H,N,14,Sun,Oct,2014,2014-15,0,0,2,2,0,0,3,2,1,1
05/Oct/2014,15:00,Newcastle,29,Exeter,24,Kingston Park,Tim Wigglesworth,53,H,N,15,Sun,Oct,2014,2014-15,0,1,3,1,4,0,3,0,3,0
05/Oct/2014,15:00,Exeter,24,Newcastle,29,Kingston Park,Tim Wigglesworth,53,H,N,15,Sun,Oct,2014,2014-15,1,0,3,0,3,0,3,1,4,0
10/Oct/2014,19:45,Leicester,22,Harlequins,16,Welford Road,Tim Wigglesworth,38,H,N,19,Fri,Oct,2014,2014-15,0,1,1,1,5,0,1,1,3,0
10/Oct/2014,19:45,Harlequins,16,Leicester,22,Welford Road,Tim Wigglesworth,38,H,N,19,Fri,Oct,2014,2014-15,1,0,1,1,3,0,1,1,5,0
11/Oct/2014,14:30,London Welsh,3,Newcastle,23,Kassam Stadium,Wayne Barnes,26,A,N,14,Sat,Oct,2014,2014-15,0,0,0,0,1,0,3,1,2,0
11/Oct/2014,14:30,Newcastle,23,London Welsh,3,Kassam Stadium,Wayne Barnes,26,A,N,14,Sat,Oct,2014,2014-15,0,0,3,1,2,0,0,0,1,0
11/Oct/2014,15:00,Exeter,44,London Irish,24,Sandy Park,Ian Tempest,68,H,N,15,Sat,Oct,2014,2014-15,1,0,5,5,3,0,3,3,1,0
11/Oct/2014,15:00,London Irish,24,Exeter,44,Sandy Park,Ian Tempest,68,H,N,15,Sat,Oct,2014,2014-15,0,1,3,3,1,0,5,5,3,0
11/Oct/2014,15:00,Saracens,28,Gloucester,21,Allianz Park,Dean Richards,49,H,N,15,Sat,Oct,2014,2014-15,0,1,3,2,3,0,2,1,3,0
11/Oct/2014,15:00,Gloucester,21,Saracens,28,Allianz Park,Dean Richards,49,H,N,15,Sat,Oct,2014,2014-15,1,0,2,1,3,0,3,2,3,0
11/Oct/2014,15:15,Northampton,43,Sale,10,Franklin's Gardens,Andrew Small,53,H,N,15,Sat,Oct,2014,2014-15,1,0,6,5,1,0,1,1,1,0
11/Oct/2014,15:15,Sale,10,Northampton,43,Franklin's Gardens,Andrew Small,53,H,N,15,Sat,Oct,2014,2014-15,0,1,1,1,1,0,6,5,1,0
12/Oct/2014,14:00,Wasps,29,Bath,22,Adams Park,JP Doyle,51,H,N,14,Sun,Oct,2014,2014-15,0,1,2,2,5,0,3,2,1,0
12/Oct/2014,14:00,Bath,22,Wasps,29,Adams Park,JP Doyle,51,H,N,14,Sun,Oct,2014,2014-15,1,0,3,2,1,0,2,2,5,0
14/Nov/2014,19:45,Gloucester,15,Harlequins,22,Kingsholm,Andrew Small,37,A,N,19,Fri,Nov,2014,2014-15,1,0,0,0,5,0,3,2,1,0
14/Nov/2014,19:45,Harlequins,22,Gloucester,15,Kingsholm,Andrew Small,37,A,N,19,Fri,Nov,2014,2014-15,0,1,3,2,1,0,0,0,5,0
14/Nov/2014,19:45,Northampton,18,Exeter,24,Franklin's Gardens,Dean Richards,42,A,N,19,Fri,Nov,2014,2014-15,1,0,2,1,2,0,3,3,1,0
14/Nov/2014,19:45,Exeter,24,Northampton,18,Franklin's Gardens,Dean Richards,42,A,N,19,Fri,Nov,2014,2014-15,0,1,3,3,1,0,2,1,2,0
15/Nov/2014,12:00,Sale,36,London Irish,8,AJ Bell Stadium,Matthew Carley,44,H,N,12,Sat,Nov,2014,2014-15,1,0,5,4,1,0,1,0,1,0
15/Nov/2014,12:00,London Irish,8,Sale,36,AJ Bell Stadium,Matthew Carley,44,H,N,12,Sat,Nov,2014,2014-15,0,1,1,0,1,0,5,4,1,0
15/Nov/2014,17:00,Bath,23,Newcastle,14,The Recreation Ground,Ian Tempest,37,H,N,17,Sat,Nov,2014,2014-15,0,0,2,2,2,1,2,2,0,0
15/Nov/2014,17:00,Newcastle,14,Bath,23,The Recreation Ground,Ian Tempest,37,H,N,17,Sat,Nov,2014,2014-15,0,0,2,2,0,0,2,2,2,1
16/Nov/2014,13:00,Leicester,21,Saracens,21,Welford Road,Tim Wigglesworth,42,D,N,13,Sun,Nov,2014,2014-15,0,0,0,0,7,0,0,0,7,0
16/Nov/2014,13:00,Saracens,21,Leicester,21,Welford Road,Tim Wigglesworth,42,D,N,13,Sun,Nov,2014,2014-15,0,0,0,0,7,0,0,0,7,0
16/Nov/2014,15:15,Wasps,71,London Welsh,7,Adams Park,Thomas Foley,78,H,N,15,Sun,Nov,2014,2014-15,1,0,11,8,0,0,1,1,0,0
16/Nov/2014,15:15,London Welsh,7,Wasps,71,Adams Park,Thomas Foley,78,H,N,15,Sun,Nov,2014,2014-15,0,1,1,1,0,0,11,8,0,0
21/Nov/2014,19:45,Harlequins,12,Sale,16,Twickenham Stoop,Thomas Foley,28,A,N,19,Fri,Nov,2014,2014-15,1,0,0,0,4,0,1,1,3,0
21/Nov/2014,19:45,Sale,16,Harlequins,12,Twickenham Stoop,Thomas Foley,28,A,N,19,Fri,Nov,2014,2014-15,0,1,1,1,3,0,0,0,4,0
21/Nov/2014,20:00,Newcastle,20,Gloucester,10,Kingston Park,Tim Wigglesworth,30,H,N,20,Fri,Nov,2014,2014-15,0,0,1,0,5,0,1,1,1,0
21/Nov/2014,20:00,Gloucester,10,Newcastle,20,Kingston Park,Tim Wigglesworth,30,H,N,20,Fri,Nov,2014,2014-15,0,0,1,1,1,0,1,0,5,0
22/Nov/2014,15:00,Exeter,31,Wasps,15,Sandy Park,Ian Tempest,46,H,N,15,Sat,Nov,2014,2014-15,0,0,3,2,4,0,2,1,1,0
22/Nov/2014,15:00,Wasps,15,Exeter,31,Sandy Park,Ian Tempest,46,H,N,15,Sat,Nov,2014,2014-15,0,0,2,1,1,0,3,2,4,0
22/Nov/2014,15:00,London Irish,23,Bath,33,Madejski Stadium,Andrew Small,56,A,N,15,Sat,Nov,2014,2014-15,0,0,2,2,3,0,3,3,4,0
22/Nov/2014,15:00,Bath,33,London Irish,23,Madejski Stadium,Andrew Small,56,A,N,15,Sat,Nov,2014,2014-15,0,0,3,3,4,0,2,2,3,0
23/Nov/2014,13:00,Saracens,24,Northampton,31,Allianz Park,Matthew Carley,55,A,N,13,Sun,Nov,2014,2014-15,1,0,3,0,3,0,3,2,4,0
23/Nov/2014,13:00,Northampton,31,Saracens,24,Allianz Park,Matthew Carley,55,A,N,13,Sun,Nov,2014,2014-15,0,1,3,2,4,0,3,0,3,0
23/Nov/2014,15:15,London Welsh,5,Leicester,26,Kassam Stadium,Dean Richards,31,A,N,15,Sun,Nov,2014,2014-15,0,1,1,0,0,0,4,3,0,0
23/Nov/2014,15:15,Leicester,26,London Welsh,5,Kassam Stadium,Dean Richards,31,A,N,15,Sun,Nov,2014,2014-15,1,0,4,3,0,0,1,0,0,0
28/Nov/2014,19:45,Bath,25,Harlequins,6,The Recreation Ground,Wayne Barnes,31,H,N,19,Fri,Nov,2014,2014-15,1,0,4,1,1,0,0,0,2,0
28/Nov/2014,19:45,Harlequins,6,Bath,25,The Recreation Ground,Wayne Barnes,31,H,N,19,Fri,Nov,2014,2014-15,0,1,0,0,2,0,4,1,1,0
29/Nov/2014,15:00,Leicester,18,Wasps,16,Welford Road,Luke Pearce,34,H,N,15,Sat,Nov,2014,2014-15,0,1,0,0,6,0,1,1,3,0
29/Nov/2014,15:00,Wasps,16,Leicester,18,Welford Road,Luke Pearce,34,H,N,15,Sat,Nov,2014,2014-15,1,0,1,1,3,0,0,0,6,0
29/Nov/2014,16:30,Exeter,27,Saracens,19,Sandy Park,Greg Garner,46,H,N,16,Sat,Nov,2014,2014-15,0,0,0,0,9,0,1,1,4,0
29/Nov/2014,16:30,Saracens,19,Exeter,27,Sandy Park,Greg Garner,46,H,N,16,Sat,Nov,2014,2014-15,0,0,1,1,4,0,0,0,9,0
30/Nov/2014,13:00,London Irish,9,Gloucester,21,Madejski Stadium,Matthew Carley,30,A,N,13,Sun,Nov,2014,2014-15,0,0,0,0,3,0,2,1,3,0
30/Nov/2014,13:00,Gloucester,21,London Irish,9,Madejski Stadium,Matthew Carley,30,A,N,13,Sun,Nov,2014,2014-15,0,0,2,1,3,0,0,0,3,0
30/Nov/2014,14:30,London Welsh,14,Northampton,43,Kassam Stadium,Tim Wigglesworth,57,A,N,14,Sun,Nov,2014,2014-15,0,1,2,2,0,0,7,4,0,0
30/Nov/2014,14:30,Northampton,43,London Welsh,14,Kassam Stadium,Tim Wigglesworth,57,A,N,14,Sun,Nov,2014,2014-15,1,0,7,4,0,0,2,2,0,0
30/Nov/2014,15:15,Newcastle,13,Sale,18,Kingston Park,Dean Richards,31,A,N,15,Sun,Nov,2014,2014-15,1,0,1,1,2,0,2,1,2,0
30/Nov/2014,15:15,Sale,18,Newcastle,13,Kingston Park,Dean Richards,31,A,N,15,Sun,Nov,2014,2014-15,0,1,2,1,2,0,1,1,2,0
19/Dec/2014,19:45,Sale,18,Exeter,11,AJ Bell Stadium,Wayne Barnes,29,H,N,19,Fri,Dec,2014,2014-15,0,1,2,1,2,0,1,0,2,0
19/Dec/2014,19:45,Exeter,11,Sale,18,AJ Bell Stadium,Wayne Barnes,29,H,N,19,Fri,Dec,2014,2014-15,1,0,1,0,2,0,2,1,2,0
20/Dec/2014,15:00,Harlequins,15,Newcastle,7,Twickenham Stoop,Matthew Carley,22,H,N,15,Sat,Dec,2014,2014-15,0,0,0,0,5,0,1,1,0,0
20/Dec/2014,15:00,Newcastle,7,Harlequins,15,Twickenham Stoop,Matthew Carley,22,H,N,15,Sat,Dec,2014,2014-15,0,0,1,1,0,0,0,0,5,0
20/Dec/2014,15:00,Saracens,78,London Welsh,7,Allianz Park,Ian Tempest,85,H,N,15,Sat,Dec,2014,2014-15,1,0,11,10,1,0,1,1,0,0
20/Dec/2014,15:00,London Welsh,7,Saracens,78,Allianz Park,Ian Tempest,85,H,N,15,Sat,Dec,2014,2014-15,0,1,1,1,0,0,11,10,1,0
20/Dec/2014,15:15,Northampton,23,Leicester,19,Franklin's Gardens,JP Doyle,42,H,N,15,Sat,Dec,2014,2014-15,0,1,3,1,2,0,3,2,0,0
20/Dec/2014,15:15,Leicester,19,Northampton,23,Franklin's Gardens,JP Doyle,42,H,N,15,Sat,Dec,2014,2014-15,1,0,3,2,0,0,3,1,2,0
20/Dec/2014,17:30,Gloucester,16,Bath,39,Kingsholm,Greg Garner,55,A,N,17,Sat,Dec,2014,2014-15,0,0,1,1,3,0,3,3,6,0
20/Dec/2014,17:30,Bath,39,Gloucester,16,Kingsholm,Greg Garner,55,A,N,17,Sat,Dec,2014,2014-15,0,0,3,3,6,0,1,1,3,0
21/Dec/2014,14:00,Wasps,48,London Irish,16,Ricoh Arena,Thomas Foley,64,H,N,14,Sun,Dec,2014,2014-15,1,0,4,2,8,0,1,1,3,0
21/Dec/2014,14:00,London Irish,16,Wasps,48,Ricoh Arena,Thomas Foley,64,H,N,14,Sun,Dec,2014,2014-15,0,1,1,1,3,0,4,2,8,0
26/Dec/2014,15:00,London Irish,24,London Welsh,9,Madejski Stadium,Greg Garner,33,H,N,15,Fri,Dec,2014,2014-15,0,0,3,3,1,0,0,0,3,0
26/Dec/2014,15:00,London Welsh,9,London Irish,24,Madejski Stadium,Greg Garner,33,H,N,15,Fri,Dec,2014,2014-15,0,0,0,0,3,0,3,3,1,0
27/Dec/2014,14:00,Bath,31,Exeter,14,The Recreation Ground,JP Doyle,45,H,N,14,Sat,Dec,2014,2014-15,1,0,4,4,1,0,2,2,0,0
27/Dec/2014,14:00,Exeter,14,Bath,31,The Recreation Ground,JP Doyle,45,H,N,14,Sat,Dec,2014,2014-15,0,1,2,2,0,0,4,4,1,0
27/Dec/2014,14:00,Sale,30,Leicester,32,AJ Bell Stadium,Tim Wigglesworth,62,A,N,14,Sat,Dec,2014,2014-15,2,1,4,2,2,0,4,3,2,0
27/Dec/2014,14:00,Leicester,32,Sale,30,AJ Bell Stadium,Tim Wigglesworth,62,A,N,14,Sat,Dec,2014,2014-15,1,2,4,3,2,0,4,2,2,0
27/Dec/2014,15:00,Newcastle,23,Saracens,25,Kingston Park,Luke Pearce,48,A,N,15,Sat,Dec,2014,2014-15,1,0,3,1,2,0,3,2,2,0
27/Dec/2014,15:00,Saracens,25,Newcastle,23,Kingston Park,Luke Pearce,48,A,N,15,Sat,Dec,2014,2014-15,0,1,3,2,2,0,3,1,2,0
27/Dec/2014,16:30,Harlequins,25,Northampton,30,Twickenham Stadium,Wayne Barnes,55,A,N,16,Sat,Dec,2014,2014-15,1,0,3,2,2,0,3,3,3,0
27/Dec/2014,16:30,Northampton,30,Harlequins,25,Twickenham Stadium,Wayne Barnes,55,A,N,16,Sat,Dec,2014,2014-15,0,1,3,3,3,0,3,2,2,0
28/Dec/2014,14:30,Gloucester,23,Wasps,30,Kingsholm,Dean Richards,53,A,N,14,Sun,Dec,2014,2014-15,1,0,2,2,3,0,3,3,3,0
28/Dec/2014,14:30,Wasps,30,Gloucester,23,Kingsholm,Dean Richards,53,A,N,14,Sun,Dec,2014,2014-15,0,1,3,3,3,0,2,2,3,0
02/Jan/2015,19:45,Northampton,39,Newcastle,31,Franklin's Gardens,Ian Tempest,70,H,N,19,Fri,Jan,2015,2014-15,1,1,5,4,2,0,4,4,1,0
02/Jan/2015,19:45,Newcastle,31,Northampton,39,Franklin's Gardens,Ian Tempest,70,H,N,19,Fri,Jan,2015,2014-15,1,1,4,4,1,0,5,4,2,0
03/Jan/2015,14:00,Saracens,22,London Irish,6,Allianz Park,Tim Wigglesworth,28,H,N,14,Sat,Jan,2015,2014-15,0,0,2,0,4,0,0,0,2,0
03/Jan/2015,14:00,London Irish,6,Saracens,22,Allianz Park,Tim Wigglesworth,28,H,N,14,Sat,Jan,2015,2014-15,0,0,0,0,2,0,2,0,4,0
03/Jan/2015,16:30,Exeter,25,Gloucester,26,Sandy Park,Andrew Small,51,A,N,16,Sat,Jan,2015,2014-15,1,0,3,2,2,0,2,2,3,1
03/Jan/2015,16:30,Gloucester,26,Exeter,25,Sandy Park,Andrew Small,51,A,N,16,Sat,Jan,2015,2014-15,0,1,2,2,3,1,3,2,2,0
04/Jan/2015,14:00,Leicester,17,Bath,8,Welford Road,Matthew Carley,25,H,N,14,Sun,Jan,2015,2014-15,0,0,1,0,4,0,1,0,1,0
04/Jan/2015,14:00,Bath,8,Leicester,17,Welford Road,Matthew Carley,25,H,N,14,Sun,Jan,2015,2014-15,0,0,1,0,1,0,1,0,4,0
04/Jan/2015,14:00,Wasps,41,Sale,16,Ricoh Arena,Greg Garner,57,H,N,14,Sun,Jan,2015,2014-15,1,0,5,5,1,1,1,1,3,0
04/Jan/2015,14:00,Sale,16,Wasps,41,Ricoh Arena,Greg Garner,57,H,N,14,Sun,Jan,2015,2014-15,0,1,1,1,3,0,5,5,1,1
04/Jan/2015,14:30,London Welsh,13,Harlequins,24,Kassam Stadium,JP Doyle,37,A,N,14,Sun,Jan,2015,2014-15,0,1,1,1,2,0,4,2,0,0
04/Jan/2015,14:30,Harlequins,24,London Welsh,13,Kassam Stadium,JP Doyle,37,A,N,14,Sun,Jan,2015,2014-15,1,0,4,2,0,0,1,1,2,0
09/Jan/2015,19:45,Gloucester,24,Saracens,23,Kingsholm,JP Doyle,47,H,N,19,Fri,Jan,2015,2014-15,0,1,2,1,4,0,3,1,2,0
09/Jan/2015,19:45,Saracens,23,Gloucester,24,Kingsholm,JP Doyle,47,H,N,19,Fri,Jan,2015,2014-15,1,0,3,1,2,0,2,1,4,0
10/Jan/2015,14:00,Sale,20,Northampton,7,AJ Bell Stadium,Matthew Carley,27,H,N,14,Sat,Jan,2015,2014-15,0,0,2,2,2,0,1,1,0,0
10/Jan/2015,14:00,Northampton,7,Sale,20,AJ Bell Stadium,Matthew Carley,27,H,N,14,Sat,Jan,2015,2014-15,0,0,1,1,0,0,2,2,2,0
10/Jan/2015,15:00,Bath,39,Wasps,26,The Recreation Ground,Andrew Small,65,H,N,15,Sat,Jan,2015,2014-15,1,1,5,4,2,0,4,3,0,0
10/Jan/2015,15:00,Wasps,26,Bath,39,The Recreation Ground,Andrew Small,65,H,N,15,Sat,Jan,2015,2014-15,1,1,4,3,0,0,5,4,2,0
10/Jan/2015,15:15,Harlequins,32,Leicester,12,Twickenham Stoop,Luke Pearce,44,H,N,15,Sat,Jan,2015,2014-15,1,0,4,3,2,0,0,0,4,0
10/Jan/2015,15:15,Leicester,12,Harlequins,32,Twickenham Stoop,Luke Pearce,44,H,N,15,Sat,Jan,2015,2014-15,0,1,0,0,4,0,4,3,2,0
11/Jan/2015,14:00,Newcastle,38,London Welsh,7,Kingston Park,Wayne Barnes,45,H,N,14,Sun,Jan,2015,2014-15,1,0,6,4,0,0,1,1,0,0
11/Jan/2015,14:00,London Welsh,7,Newcastle,38,Kingston Park,Wayne Barnes,45,H,N,14,Sun,Jan,2015,2014-15,0,1,1,1,0,0,6,4,0,0
11/Jan/2015,15:00,London Irish,28,Exeter,26,Madejski Stadium,Dean Richards,54,H,N,15,Sun,Jan,2015,2014-15,1,1,4,1,1,1,2,2,4,0
11/Jan/2015,15:00,Exeter,26,London Irish,28,Madejski Stadium,Dean Richards,54,H,N,15,Sun,Jan,2015,2014-15,1,1,2,2,4,0,4,1,1,1
13/Feb/2015,19:45,Leicester,18,Gloucester,15,Welford Road,JP Doyle,33,H,N,19,Fri,Feb,2015,2014-15,0,1,0,0,6,0,0,0,5,0
